"행정구역","2023년05월_계_총인구수","2023년05월_계_연령구간인구수","2023년05월_계_0~9세","2023년05월_계_10~19세","2023년05월_계_20~29세","2023년05월_계_30~39세","2023년05월_계_40~49세","2023년05월_계_50~59세","2023년05월_계_60~69세","2023년05월_계_70~79세","2023년05월_계_80~89세","2023년05월_계_90~99세","2023년05월_계_100세 이상","2023년05월_남_총인구수","2023년05월_남_연령구간인구수","2023년05월_남_0~9세","2023년05월_남_10~19세","2023년05월_남_20~29세","2023년05월_남_30~39세","2023년05월_남_40~49세","2023년05월_남_50~59세","2023년05월_남_60~69세","2023년05월_남_70~79세","2023년05월_남_80~89세","2023년05월_남_90~99세","2023년05월_남_100세 이상","2023년05월_여_총인구수","2023년05월_여_연령구간인구수","2023년05월_여_0~9세","2023년05월_여_10~19세","2023년05월_여_20~29세","2023년05월_여_30~39세","2023년05월_여_40~49세","2023년05월_여_50~59세","2023년05월_여_60~69세","2023년05월_여_70~79세","2023년05월_여_80~89세","2023년05월_여_90~99세","2023년05월_여_100세 이상"
"경상남도 창원시 성산구 상남동(4812353000)","26,940","26,940","1,721","3,089","3,397","3,422","4,341","5,633","3,951","914","389","80","3","13,492","13,492","889","1,632","1,911","1,810","1,991","2,560","2,104","446","126","22","1","13,448","13,448","832","1,457","1,486","1,612","2,350","3,073","1,847","468","263","58","2"
"경상남도 창원시 성산구 사파동(4812354000)","46,069","46,069","3,056","4,517","5,884","6,968","7,158","9,002","6,729","1,846","769","138","2","22,788","22,788","1,553","2,346","3,186","3,694","3,400","4,066","3,441","868","215","18","1","23,281","23,281","1,503","2,171","2,698","3,274","3,758","4,936","3,288","978","554","120","1"
"경상남도 창원시 성산구 가음정동(4812355000)","38,875","38,875","3,168","3,696","5,069","5,875","5,818","7,749","5,471","1,410","530","87","2","19,653","19,653","1,583","1,905","2,878","3,107","2,816","3,653","2,852","695","155","8","1","19,222","19,222","1,585","1,791","2,191","2,768","3,002","4,096","2,619","715","375","79","1"
"경상남도 창원시 성산구 성주동(4812356000)","25,825","25,825","2,004","2,786","3,434","3,226","3,940","5,836","3,492","786","267","53","1","13,472","13,472","1,050","1,488","1,948","1,748","1,922","2,908","1,901","422","77","8","0","12,353","12,353","954","1,298","1,486","1,478","2,018","2,928","1,591","364","190","45","1"
"경상남도 창원시 성산구 웅남동(4812357000)","7,428","7,428","307","660","949","862","1,116","1,332","1,327","555","286","34","0","3,942","3,942","159","348","601","532","592","682","649","260","111","8","0","3,486","3,486","148","312","348","330","524","650","678","295","175","26","0"
"경상남도 창원시 마산합포구 (4812500000)","178,455","178,455","11,816","14,452","17,429","19,605","26,764","28,560","32,289","18,179","8,199","1,133","29","88,694","88,694","6,107","7,472","9,698","10,309","14,127","14,349","15,265","8,241","2,896","222","8","89,761","89,761","5,709","6,980","7,731","9,296","12,637","14,211","17,024","9,938","5,303","911","21"
"경상남도 창원시 마산합포구 구산면(4812531000)","4,072","4,072","98","134","232","233","381","643","1,175","721","392","62","1","2,103","2,103","58","75","142","144","258","352","599","343","123","9","0","1,969","1,969","40","59","90","89","123","291","576","378","269","53","1"
"경상남도 창원시 마산합포구 진동면(4812532000)","11,926","11,926","897","1,034","930","1,139","1,971","1,890","2,257","1,193","531","81","3","6,109","6,109","470","533","507","624","1,078","1,018","1,128","567","171","12","1","5,817","5,817","427","501","423","515","893","872","1,129","626","360","69","2"
"경상남도 창원시 마산합포구 진북면(4812533000)","3,248","3,248","48","112","195","154","271","580","926","564","335","62","1","1,722","1,722","21","64","112","101","167","335","503","301","108","9","1","1,526","1,526","27","48","83","53","104","245","423","263","227","53","0"
"경상남도 창원시 마산합포구 진전면(4812534000)","3,758","3,758","37","118","164","158","238","625","1,044","755","510","108","1","1,874","1,874","21","68","109","95","146","364","542","352","157","19","1","1,884","1,884","16","50","55","63","92","261","502","403","353","89","0"
"경상남도 창원시 마산합포구 현동(4812551000)","13,857","13,857","1,786","1,467","901","1,930","2,806","1,813","1,889","874","343","48","0","6,876","6,876","920","750","482","893","1,481","911","894","417","120","8","0","6,981","6,981","866","717","419","1,037","1,325","902","995","457","223","40","0"
"경상남도 창원시 마산합포구 가포동(4812552000)","2,279","2,279","104","107","367","417","294","340","379","208","56","7","0","1,159","1,159","54","49","186","235","149","160","202","108","14","2","0","1,120","1,120","50","58","181","182","145","180","177","100","42","5","0"
"경상남도 창원시 마산합포구 월영동(4812553000)","42,014","42,014","4,248","4,175","4,660","5,733","6,888","6,594","5,893","2,714","970","136","3","20,834","20,834","2,178","2,148","2,647","2,902","3,463","3,119","2,750","1,245","361","21","0","21,180","21,180","2,070","2,027","2,013","2,831","3,425","3,475","3,143","1,469","609","115","3"
"경상남도 창원시 마산합포구 문화동(4812554000)","11,108","11,108","393","713","1,828","1,024","1,333","1,741","2,089","1,309","593","81","4","5,556","5,556","206","328","1,093","562","730","866","946","599","208","17","1","5,552","5,552","187","385","735","462","603","875","1,143","710","385","64","3"
"경상남도 창원시 마산합포구 반월중앙동(4812556500)","13,837","13,837","650","1,255","1,320","1,267","2,038","2,330","2,507","1,602","769","97","2","6,711","6,711","334","660","731","677","1,034","1,143","1,172","669","270","20","1","7,126","7,126","316","595","589","590","1,004","1,187","1,335","933","499","77","1"
"경상남도 창원시 마산합포구 완월동(4812557000)","8,762","8,762","299","689","916","753","1,131","1,583","1,857","983","487","59","5","4,249","4,249","160","346","491","411","565","771","866","454","166","18","1","4,513","4,513","139","343","425","342","566","812","991","529","321","41","4"
"경상남도 창원시 마산합포구 자산동(4812558000)","9,807","9,807","324","793","1,013","760","1,274","1,763","2,067","1,237","518","55","3","4,791","4,791","180","441","583","413","648","827","954","561","182","1","1","5,016","5,016","144","352","430","347","626","936","1,113","676","336","54","2"
"경상남도 창원시 마산합포구 교방동(4812561000)","15,947","15,947","1,128","1,380","1,366","1,914","2,484","2,427","2,787","1,673","688","98","2","7,880","7,880","572","736","709","1,000","1,322","1,245","1,297","715","263","21","0","8,067","8,067","556","644","657","914","1,162","1,182","1,490","958","425","77","2"
"경상남도 창원시 마산합포구 오동동(4812563000)","18,921","18,921","833","1,153","1,759","2,056","2,855","3,059","3,766","2,239","1,079","120","2","9,402","9,402","442","592","951","1,114","1,539","1,615","1,749","977","388","35","0","9,519","9,519","391","561","808","942","1,316","1,444","2,017","1,262","691","85","2"
"경상남도 창원시 마산합포구 합포동(4812564000)","6,989","6,989","373","430","577","811","1,028","1,146","1,368","791","404","59","2","3,510","3,510","189","235","317","448","591","594","634","339","150","12","1","3,479","3,479","184","195","260","363","437","552","734","452","254","47","1"
"경상남도 창원시 마산합포구 산호동(4812565000)","11,930","11,930","598","892","1,201","1,256","1,772","2,026","2,285","1,316","524","60","0","5,918","5,918","302","447","638","690","956","1,029","1,029","594","215","18","0","6,012","6,012","296","445","563","566","816","997","1,256","722","309","42","0"
"경상남도 창원시 마산회원구 (4812700000)","182,193","182,193","10,548","17,166","18,820","19,039","28,256","32,474","32,047","16,609","6,491","728","15","90,865","90,865","5,411","8,949","10,336","10,190","14,411","16,195","15,251","7,586","2,402","133","1","91,328","91,328","5,137","8,217","8,484","8,849","13,845","16,279","16,796","9,023","4,089","595","14"
"경상남도 창원시 마산회원구 내서읍(4812725000)","61,805","61,805","3,810","7,519","7,126","5,767","10,443","12,401","8,993","3,850","1,697","195","4","30,968","30,968","1,962","3,903","3,990","2,982","5,007","6,143","4,610","1,785","556","30","0","30,837","30,837","1,848","3,616","3,136","2,785","5,436","6,258","4,383","2,065","1,141","165","4"
"경상남도 창원시 마산회원구 회원1동(4812751000)","9,959","9,959","296","621","805","792","1,310","1,604","2,249","1,496","707","78","1","4,887","4,887","145","330","446","463","716","853","998","640","277","19","0","5,072","5,072","151","291","359","329","594","751","1,251","856","430","59","1"
"경상남도 창원시 마산회원구 회원2동(4812752000)","9,911","9,911","633","753","955","1,325","1,356","1,493","1,862","1,083","401","50","0","4,883","4,883","323","405","484","709","711","748","872","488","138","5","0","5,028","5,028","310","348","471","616","645","745","990","595","263","45","0"
"경상남도 창원시 마산회원구 석전동(4812754500)","16,535","16,535","1,017","1,186","1,504","2,090","2,338","2,687","3,122","1,851","655","85","0","8,197","8,197","520","612","783","1,136","1,266","1,365","1,427","825","244","19","0","8,338","8,338","497","574","721","954","1,072","1,322","1,695","1,026","411","66","0"
"경상남도 창원시 마산회원구 회성동(4812755000)","5,586","5,586","128","269","445","483","602","958","1,411","870","379","41","0","2,810","2,810","69","141","248","290","348","510","658","376","155","15","0","2,776","2,776","59","128","197","193","254","448","753","494","224","26","0"
"경상남도 창원시 마산회원구 양덕1동(4812756000)","10,731","10,731","439","807","1,102","1,128","1,528","1,822","2,227","1,213","421","43","1","5,358","5,358","234","432","597","638","805","912","1,003","557","174","6","0","5,373","5,373","205","375","505","490","723","910","1,224","656","247","37","1"
"경상남도 창원시 마산회원구 양덕2동(4812757000)","30,570","30,570","2,635","3,525","2,877","3,535","5,517","5,026","4,606","2,036","715","95","3","15,000","15,000","1,329","1,834","1,594","1,742","2,693","2,387","2,166","951","287","17","0","15,570","15,570","1,306","1,691","1,283","1,793","2,824","2,639","2,440","1,085","428","78","3"
"경상남도 창원시 마산회원구 합성1동(4812758000)","8,969","8,969","594","523","955","1,140","1,295","1,482","1,664","928","358","27","3","4,516","4,516","322","257","530","608","710","717","816","421","130","4","1","4,453","4,453","272","266","425","532","585","765","848","507","228","23","2"
"경상남도 창원시 마산회원구 합성2동(4812759000)","7,365","7,365","192","445","876","679","985","1,256","1,596","979","320","37","0","3,679","3,679","92","225","469","406","544","660","715","444","120","4","0","3,686","3,686","100","220","407","273","441","596","881","535","200","33","0"
"경상남도 창원시 마산회원구 구암1동(4812760000)","8,602","8,602","296","624","809","802","1,109","1,573","1,945","1,016","391","37","0","4,309","4,309","147","333","465","462","621","785","867","472","150","7","0","4,293","4,293","149","291","344","340","488","788","1,078","544","241","30","0"
"경상남도 창원시 마산회원구 구암2동(4812761000)","9,110","9,110","403","715","1,103","970","1,292","1,601","1,755","929","316","26","0","4,554","4,554","207","378","562","542","690","792","803","445","130","5","0","4,556","4,556","196","337","541","428","602","809","952","484","186","21","0"
"경상남도 창원시 마산회원구 봉암동(4812762000)","3,050","3,050","105","179","263","328","481","571","617","358","131","14","3","1,704","1,704","61","99","168","212","300","323","316","182","41","2","0","1,346","1,346","44","80","95","116","181","248","301","176","90","12","3"
"경상남도 창원시 진해구 (4812900000)","192,811","192,811","15,789","21,456","19,438","23,736","35,794","30,364","26,084","13,103","6,217","821","9","99,104","99,104","8,193","11,108","11,246","12,671","18,741","15,978","12,740","6,021","2,227","179","0","93,707","93,707","7,596","10,348","8,192","11,065","17,053","14,386","13,344","7,082","3,990","642","9"
"경상남도 창원시 진해구 충무동(4812953000)","16,310","16,310","1,134","1,709","1,986","2,005","2,681","2,252","2,194","1,454","788","106","1","8,453","8,453","570","864","1,270","1,145","1,405","1,221","1,032","620","298","28","0","7,857","7,857","564","845","716","860","1,276","1,031","1,162","834","490","78","1"
"경상남도 창원시 진해구 여좌동(4812954000)","8,180","8,180","243","566","725","636","1,049","1,321","1,561","1,235","743","101","0","4,054","4,054","140","317","456","372","553","666","723","519","288","20","0","4,126","4,126","103","249","269","264","496","655","838","716","455","81","0"
"경상남도 창원시 진해구 태백동(4812955000)","3,625","3,625","140","219","334","282","422","588","738","580","284","38","0","1,804","1,804","71","111","195","157","234","309","359","257","103","8","0","1,821","1,821","69","108","139","125","188","279","379","323","181","30","0"
"경상남도 창원시 진해구 경화동(4812956000)","10,824","10,824","783","993","1,019","1,193","1,691","1,797","1,866","982","445","54","1","5,456","5,456","411","540","594","637","848","900","902","452","159","13","0","5,368","5,368","372","453","425","556","843","897","964","530","286","41","1"
"경상남도 창원시 진해구 병암동(4812957000)","7,223","7,223","409","725","712","666","1,137","1,204","1,234","707","383","46","0","3,547","3,547","212","385","392","348","580","589","577","317","137","10","0","3,676","3,676","197","340","320","318","557","615","657","390","246","36","0"
"경상남도 창원시 진해구 석동(4812958000)","17,462","17,462","1,113","2,398","2,226","1,950","3,221","3,027","2,207","928","347","43","2","9,022","9,022","583","1,247","1,267","1,088","1,542","1,595","1,109","438","140","13","0","8,440","8,440","530","1,151","959","862","1,679","1,432","1,098","490","207","30","2"
